t_s,mx_uT,my_uT,mz_uT
58.934000000000005,53.521509736692984,-6.388377835800416,-25.06747726949874
58.935,53.39954542253351,-6.5297256166405235,-25.00954231798649
58.936,53.43063922589629,-6.723755755590955,-24.981571536846065
58.937000000000005,53.71975930394455,-6.696898253230728,-24.899387687274068
58.938,53.653871457792874,-6.730781779442509,-24.651432369950697
58.939,53.55994952887586,-7.096457248601878,-24.48140905441585
58.94,53.66940021300356,-7.273026535742103,-24.590495336036266
58.941,53.676434909758356,-7.192208828699159,-24.286124295339928
58.942,53.86080971265723,-7.306231212145831,-24.27024533164652
58.943,54.01555187691315,-7.45805519563463,-24.06580365907986
58.944,53.818935337858555,-7.385243878577987,-24.161507003735654
58.945,54.05309136131009,-7.58107923826375,-24.074355442154527
58.946,54.26006706730741,-7.643616789941354,-23.91667816247499
58.947,54.08106862922098,-7.579019103242986,-23.67091622951094
58.948,54.06886304485634,-7.759855982288028,-23.549956692580288
58.949,54.21059860480862,-7.940344195450767,-23.541212237568594
58.95,54.23776651674571,-8.175869256685479,-23.43248837923813
58.951,54.170049222851766,-7.902332225119371,-23.41887219668754
58.952,54.36432787746047,-8.310112945281022,-23.234233808938722
58.953,54.27034674701052,-8.415856178903825,-23.11893318185004
58.954,54.39387800612181,-8.360266487551582,-23.05252145286084
58.955,54.493891644781236,-8.501542750095284,-22.863589662307533
58.956,54.37099072926382,-8.51934065820921,-22.693663051317476
58.957,54.448139623092125,-8.692999792268246,-22.613580116239845
58.958,54.63138024792799,-8.676122420200269,-22.67143076705483
58.959,54.71069262394022,-9.055983639795247,-22.598668358929984
58.96,54.65328362594137,-9.157165311597751,-22.43906554740149
58.961,54.64141738167006,-9.241083247402228,-22.26172098019728
58.962,54.842217975404616,-9.240848411695849,-22.368595050203435
58.963,54.721445406528574,-9.31423703839908,-22.181944984899385
58.964,54.666847018397554,-9.519407481519783,-21.888082249052477
58.965,54.74807611954312,-9.473940190578721,-22.002426843632946
58.966,54.55398763284567,-9.51323235235619,-21.737168564476924
58.967,54.88868108416348,-9.657657093496924,-21.539296736645873
58.968,55.003167157173735,-9.87056167872476,-21.546778180748113
58.969,54.84662816910939,-9.879509717749931,-21.415901932849362
58.97,55.213536341172684,-9.952522702527494,-21.472137617054813
58.971000000000004,55.02382486720416,-10.15237464968016,-21.281705214466218
58.972,54.864759089834315,-10.022329018948463,-21.15454963663839
58.973,54.88564122575145,-10.102912142141603,-20.941169390724525
58.974000000000004,55.1015248434472,-10.205624175441294,-21.001464537452943
58.975,55.128973521146165,-10.504327702913542,-20.72833365371022
58.976,55.21888959591749,-10.49299583682789,-20.728892703226453
58.977000000000004,55.01099374942522,-10.620508995790358,-20.59236588970939
58.978,55.28712668690643,-10.645728480305431,-20.52000400257186
58.979,55.314564129612876,-10.798374653740371,-20.445959293464934
